age,balance,day,campaign,job,month,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,default_no,default_yes,housing_no,housing_yes,loan_no,loan_yes,contact_cellular,contact_telephone,contact_unknown,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,y
52,91,5,4,7,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
44,358,5,1,9,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
39,-294,5,2,1,6,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
45,229,5,2,5,6,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
32,95,5,2,1,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
48,1733,5,3,4,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
37,808,5,2,11,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
59,2269,5,1,4,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
35,214,5,1,0,6,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
41,13,5,2,9,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
45,1550,5,6,7,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
43,130,5,3,4,6,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
42,477,5,3,4,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
58,150,5,4,5,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
41,20,5,1,6,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
38,884,5,2,0,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
57,3277,5,4,6,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
40,429,5,2,7,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
44,97,5,3,10,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
36,-11,5,2,1,6,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
55,457,5,3,10,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
53,1347,5,2,11,6,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
50,416,5,5,9,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
39,323,5,3,1,6,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
49,550,5,2,9,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
38,68,5,2,1,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
36,-17,5,2,0,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
30,311,5,4,7,6,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
53,943,5,2,2,6,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
36,1357,5,5,4,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
56,0,5,2,4,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
44,280,5,2,10,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
39,1820,5,2,9,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
55,0,5,2,4,6,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
49,1677,5,3,0,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
51,223,5,3,9,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
39,1595,5,2,0,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
53,12,5,2,9,6,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
41,140,5,3,4,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
35,2452,5,2,0,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
38,5,5,2,7,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
41,1304,5,3,4,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
26,986,5,3,1,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
41,0,5,2,1,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
58,419,5,3,3,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
58,266,5,6,1,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
42,1189,5,3,9,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
51,518,5,3,7,6,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
46,2296,5,2,4,6,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
29,3313,5,3,9,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
40,1613,5,3,1,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
36,-661,5,3,4,6,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
55,2171,5,2,1,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
32,1742,5,2,4,6,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
58,549,5,2,0,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
46,1790,5,5,0,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
26,512,5,3,7,6,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
37,636,5,2,4,6,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
47,3460,5,2,1,6,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0
35,3279,5,2,1,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
39,2805,5,2,0,6,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
38,635,5,5,9,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
55,394,5,3,4,6,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
39,1646,5,2,9,6,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
44,249,5,3,1,6,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
45,334,5,2,6,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
46,2093,5,2,1,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
53,0,5,2,1,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
51,1699,5,2,0,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
59,911,5,2,4,6,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
39,3127,5,2,1,6,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
52,-133,5,2,1,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
41,2770,5,2,1,6,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
52,3258,5,3,4,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
47,122,5,3,10,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
39,-103,5,3,6,6,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
38,3,5,2,0,6,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
39,609,5,1,7,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
35,1015,5,2,3,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
58,-247,6,1,9,6,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
56,0,6,4,4,6,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
46,625,6,1,4,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
60,0,6,1,9,6,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
39,1701,6,1,11,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
48,2313,6,1,2,6,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
39,599,6,1,1,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
41,656,6,1,1,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
36,1328,6,4,7,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
37,2571,6,2,7,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
51,12,6,4,4,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
32,1138,6,4,1,6,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
41,-140,6,1,7,6,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
38,2836,6,3,1,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
36,122,6,1,3,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
39,0,6,1,11,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
56,444,6,1,7,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
39,1047,6,1,6,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
52,1837,6,1,3,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
25,490,6,3,4,6,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
60,-1110,6,2,5,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
38,0,6,1,1,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
54,2791,6,1,2,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
40,546,6,1,7,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
37,27,6,1,1,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
39,401,6,1,4,6,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
28,708,6,5,1,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
27,482,6,2,7,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
44,0,6,1,4,6,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
38,881,6,2,4,6,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
41,118,6,1,9,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
44,248,6,1,0,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
54,884,6,1,4,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
39,0,6,1,1,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
51,10,6,3,6,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
38,292,6,2,1,6,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
36,992,6,1,4,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
36,1012,6,1,1,6,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
35,0,6,1,4,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
37,984,6,1,6,6,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
50,1743,6,5,1,6,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
38,794,6,3,4,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
40,383,6,5,4,6,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
46,2505,6,2,11,6,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
39,441,6,2,0,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
48,72,6,5,1,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
38,0,6,2,11,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
38,1230,6,2,1,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
31,694,6,2,9,6,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0
26,940,6,3,1,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
28,-156,6,5,0,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
38,926,6,3,1,6,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
56,3039,6,2,4,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
48,0,6,2,1,6,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
56,2152,6,1,11,6,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
37,1508,6,2,1,6,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1
41,901,6,3,1,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
43,101,6,1,1,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
60,161,6,1,3,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
40,-282,6,3,9,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
58,1657,6,2,2,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
41,1491,6,2,1,6,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
47,750,6,1,11,6,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
60,0,6,1,9,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
37,148,6,1,7,6,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
58,797,6,2,9,6,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
47,1060,6,3,0,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
46,613,6,1,11,6,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
54,492,6,1,7,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
58,1266,6,1,4,6,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
41,406,6,1,2,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
53,2010,6,1,5,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
35,45,6,1,6,6,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
46,0,6,1,9,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
35,116,6,1,6,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
48,545,6,1,9,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
37,1004,6,3,6,6,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
51,1521,6,1,3,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
36,1453,6,1,10,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
50,-294,6,3,1,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
36,300,6,1,9,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
37,657,6,1,4,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
39,-540,6,1,7,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
53,66,6,2,1,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
32,189,6,2,6,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
36,624,6,3,4,6,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
59,3180,6,1,3,6,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
40,1055,6,2,1,6,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
60,0,6,1,6,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
37,160,6,1,6,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
36,2000,6,1,6,6,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
46,425,6,3,1,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
52,9,6,1,6,6,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
38,619,6,4,4,6,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
57,679,6,3,1,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
40,406,6,1,4,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
40,334,6,5,0,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
38,215,6,2,0,6,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
59,1001,6,2,0,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
36,914,6,1,2,6,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
56,359,6,4,9,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
27,1029,6,2,4,6,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0
54,351,6,2,6,6,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
41,84,6,3,0,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
35,0,6,3,11,6,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
26,1417,6,3,0,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
39,123,6,3,1,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
50,1205,6,2,7,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
49,53,6,3,4,6,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
42,202,6,1,4,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
46,2899,6,1,6,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
48,810,6,1,2,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
36,22,6,1,9,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
48,328,6,1,7,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
56,763,6,2,10,6,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
47,673,6,4,1,6,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
52,1088,6,2,6,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
37,1309,6,2,9,6,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
41,1461,6,2,1,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
59,-488,6,1,5,6,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
35,871,6,3,1,6,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0
56,1059,6,2,3,6,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
36,1594,6,3,7,6,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
43,64,6,2,6,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
48,0,6,5,4,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
34,1265,6,3,3,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
44,97,6,4,6,6,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
39,207,6,2,7,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
53,3275,6,2,3,6,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
36,70,6,2,1,6,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
36,38,6,4,7,6,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
41,195,6,2,4,6,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
37,319,6,3,7,6,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
44,259,6,2,1,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
25,0,6,2,0,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
30,1636,6,2,4,6,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
29,-246,6,3,9,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
49,630,6,2,3,6,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
37,342,6,1,2,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
41,21,6,1,3,6,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
37,33,6,1,1,6,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
41,762,6,4,0,6,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
46,0,6,2,9,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
35,-2,6,1,7,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
40,2936,6,2,7,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
36,561,6,2,3,6,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
39,2022,6,1,3,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
55,1870,6,1,3,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
49,2754,6,2,3,6,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
54,1960,6,5,4,6,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
45,510,6,2,6,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
35,482,6,2,4,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
50,464,6,2,1,6,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
39,201,6,4,9,6,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
40,343,6,2,1,6,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
37,1,6,2,1,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
52,1956,6,2,5,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
28,3430,6,6,1,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
56,832,6,2,10,6,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
46,1190,6,2,5,6,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
51,176,6,4,9,6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
39,-571,6,2,6,6,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
45,191,6,2,7,6,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
33,327,6,2,2,6,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
45,0,6,5,1,6,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
58,935,6,2,3,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
43,1260,6,4,1,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
57,958,6,2,2,6,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
37,1698,6,2,4,6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
38,0,6,2,6,6,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
28,727,6,4,1,6,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
46,595,6,3,0,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
45,-30,6,2,6,6,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
49,0,6,2,1,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
30,1232,6,4,8,6,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0
